Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Symbol
19-Jun-23,EQ,"2,584.00","2,584.00","2,542.65","2,577.40","2,550.50","2,551.80","2,555.84","2,755.00","2,180.00","31,37,532","8,01,90,25,286.30","1,30,037",RELIANCE
16-Jun-23,EQ,"2,560.20","2,582.40","2,560.20","2,552.55","2,575.00","2,577.40","2,574.79","2,755.00","2,180.00","1,11,55,180","28,72,22,02,805.50","2,37,630",RELIANCE
15-Jun-23,EQ,"2,551.80","2,562.55","2,535.50","2,551.85","2,550.15","2,552.55","2,551.63","2,755.00","2,180.00","54,51,926","13,91,13,15,989.45","1,93,503",RELIANCE
14-Jun-23,EQ,"2,521.00","2,555.00","2,517.00","2,520.85","2,546.25","2,551.85","2,541.35","2,755.00","2,180.00","61,27,509","15,57,21,20,760.55","2,55,684",RELIANCE
13-Jun-23,EQ,"2,495.00","2,523.45","2,486.25","2,484.15","2,517.90","2,520.85","2,509.06","2,755.00","2,180.00","51,90,958","13,02,44,09,119.20","1,79,929",RELIANCE
12-Jun-23,EQ,"2,475.50","2,489.20","2,465.00","2,481.95","2,488.00","2,484.15","2,479.76","2,755.00","2,180.00","29,49,893","7,31,50,18,537.50","1,55,197",RELIANCE
9-Jun-23,EQ,"2,507.00","2,508.55","2,478.00","2,499.65","2,482.00","2,481.95","2,493.99","2,814.00","2,180.00","27,12,243","6,76,43,00,003.70","1,54,585",RELIANCE
8-Jun-23,EQ,"2,506.00","2,516.85","2,491.00","2,498.15","2,505.00","2,499.65","2,504.11","2,814.00","2,180.00","55,70,815","13,94,99,25,583.10","1,76,663",RELIANCE
7-Jun-23,EQ,"2,487.00","2,500.00","2,472.60","2,479.35","2,498.00","2,498.15","2,487.06","2,814.00","2,180.00","47,59,238","11,83,65,09,766.30","1,87,387",RELIANCE
6-Jun-23,EQ,"2,483.45","2,487.70","2,462.00","2,477.25","2,483.80","2,479.35","2,473.70","2,814.00","2,180.00","34,58,161","8,55,44,57,378.70","1,67,754",RELIANCE
5-Jun-23,EQ,"2,467.20","2,483.75","2,458.45","2,455.20","2,479.95","2,477.25","2,470.14","2,814.00","2,180.00","50,34,355","12,43,55,36,493.30","1,61,758",RELIANCE
2-Jun-23,EQ,"2,471.00","2,482.85","2,451.00","2,463.25","2,455.25","2,455.20","2,459.32","2,817.35","2,180.00","72,91,995","17,93,33,84,336.15","1,60,655",RELIANCE
1-Jun-23,EQ,"2,480.15","2,484.90","2,458.00","2,469.90","2,467.00","2,463.25","2,472.06","2,817.35","2,180.00","67,34,525","16,64,81,39,919.55","2,16,233",RELIANCE
31-May-23,EQ,"2,500.00","2,509.85","2,461.00","2,519.95","2,466.95","2,469.90","2,477.34","2,817.35","2,180.00","1,25,10,304","30,99,22,95,693.45","2,89,027",RELIANCE
30-May-23,EQ,"2,520.60","2,537.70","2,514.35","2,520.60","2,520.55","2,519.95","2,524.94","2,817.35","2,180.00","52,34,564","13,21,69,61,279.00","1,73,212",RELIANCE
29-May-23,EQ,"2,521.00","2,530.00","2,507.20","2,506.50","2,518.20","2,520.60","2,519.76","2,817.35","2,180.00","46,19,754","11,64,06,58,051.85","1,84,530",RELIANCE
26-May-23,EQ,"2,458.00","2,509.00","2,450.75","2,439.95","2,508.80","2,506.50","2,489.54","2,817.35","2,180.00","58,27,017","14,50,66,12,501.75","1,97,182",RELIANCE
25-May-23,EQ,"2,433.90","2,449.00","2,416.05","2,440.25","2,444.85","2,439.95","2,430.14","2,817.35","2,180.00","53,01,647","12,88,37,32,875.05","1,36,521",RELIANCE
24-May-23,EQ,"2,445.90","2,464.00","2,433.45","2,454.55","2,441.00","2,440.25","2,447.77","2,817.35","2,180.00","37,43,804","9,16,39,84,988.70","1,32,191",RELIANCE
23-May-23,EQ,"2,460.65","2,468.00","2,451.45","2,455.00","2,453.00","2,454.55","2,460.13","2,817.35","2,180.00","28,11,473","6,91,65,83,531.40","1,21,065",RELIANCE
22-May-23,EQ,"2,435.00","2,466.00","2,432.35","2,441.95","2,454.50","2,455.00","2,455.77","2,817.35","2,180.00","34,31,208","8,42,62,66,009.20","1,22,501",RELIANCE
19-May-23,EQ,"2,434.05","2,445.95","2,418.85","2,434.05","2,444.00","2,441.95","2,432.71","2,817.35","2,180.00","37,15,280","9,03,82,04,553.15","1,18,264",RELIANCE
18-May-23,EQ,"2,449.55","2,457.00","2,427.15","2,439.30","2,433.00","2,434.05","2,443.67","2,817.35","2,180.00","48,57,531","11,87,02,19,947.45","1,45,659",RELIANCE
17-May-23,EQ,"2,463.00","2,465.00","2,429.00","2,453.80","2,442.00","2,439.30","2,444.63","2,817.35","2,180.00","40,60,722","9,92,69,61,637.20","1,55,508",RELIANCE
16-May-23,EQ,"2,494.00","2,499.60","2,450.15","2,489.25","2,454.55","2,453.80","2,474.17","2,817.35","2,180.00","40,23,000","9,95,35,70,679.50","2,02,246",RELIANCE
15-May-23,EQ,"2,489.90","2,504.55","2,473.15","2,484.35","2,484.75","2,489.25","2,492.24","2,817.35","2,180.00","31,53,587","7,85,94,81,400.85","1,39,761",RELIANCE
12-May-23,EQ,"2,469.80","2,487.40","2,456.50","2,480.30","2,481.90","2,484.35","2,473.50","2,817.35","2,180.00","32,09,889","7,93,96,58,229.75","1,16,311",RELIANCE
11-May-23,EQ,"2,498.95","2,509.50","2,476.55","2,496.60","2,482.00","2,480.30","2,494.02","2,817.35","2,180.00","48,72,451","12,15,19,66,094.10","1,90,308",RELIANCE
10-May-23,EQ,"2,490.00","2,499.85","2,481.20","2,479.55","2,492.00","2,496.60","2,493.65","2,817.35","2,180.00","50,17,544","12,51,20,18,443.70","1,47,588",RELIANCE
9-May-23,EQ,"2,475.00","2,486.80","2,463.25","2,471.90","2,476.70","2,479.55","2,476.94","2,817.35","2,180.00","29,83,468","7,38,98,73,116.30","1,67,950",RELIANCE
8-May-23,EQ,"2,450.00","2,483.65","2,444.15","2,441.75","2,471.00","2,471.90","2,468.41","2,817.35","2,180.00","42,24,469","10,42,77,25,788.55","1,69,304",RELIANCE
5-May-23,EQ,"2,441.00","2,461.35","2,436.00","2,448.00","2,441.00","2,441.75","2,447.86","2,817.35","2,180.00","40,36,548","9,88,09,00,102.30","1,71,662",RELIANCE
4-May-23,EQ,"2,421.15","2,452.85","2,414.60","2,420.10","2,445.95","2,448.00","2,438.20","2,817.35","2,180.00","39,85,159","9,71,66,26,291.25","1,48,384",RELIANCE
3-May-23,EQ,"2,445.00","2,445.00","2,413.05","2,441.05","2,418.00","2,420.10","2,423.03","2,817.35","2,180.00","32,59,053","7,89,67,75,124.85","1,22,949",RELIANCE
2-May-23,EQ,"2,436.20","2,445.80","2,428.10","2,420.50","2,440.20","2,441.05","2,438.83","2,817.35","2,180.00","59,91,101","14,61,12,50,968.30","2,13,010",RELIANCE
28-Apr-23,EQ,"2,382.00","2,423.90","2,381.75","2,377.05","2,419.90","2,420.50","2,409.46","2,856.15","2,180.00","71,83,342","17,30,79,47,047.80","2,26,856",RELIANCE
27-Apr-23,EQ,"2,375.00","2,384.00","2,364.00","2,362.10","2,381.70","2,377.05","2,373.05","2,856.15","2,180.00","42,30,627","10,03,94,93,207.75","1,51,491",RELIANCE
26-Apr-23,EQ,"2,379.00","2,386.10","2,354.05","2,376.05","2,361.90","2,362.10","2,363.34","2,856.15","2,180.00","39,77,129","9,39,93,18,934.15","1,59,924",RELIANCE
25-Apr-23,EQ,"2,366.00","2,380.60","2,350.50","2,358.00","2,373.45","2,376.05","2,365.75","2,856.15","2,180.00","42,62,471","10,08,39,30,491.20","1,51,700",RELIANCE
24-Apr-23,EQ,"2,375.00","2,380.90","2,348.00","2,349.00","2,360.50","2,358.00","2,360.70","2,856.15","2,180.00","59,70,048","14,09,35,09,408.65","2,17,965",RELIANCE
21-Apr-23,EQ,"2,350.65","2,361.00","2,336.40","2,346.05","2,351.00","2,349.00","2,348.70","2,856.15","2,180.00","35,29,236","8,28,91,02,461.70","1,51,695",RELIANCE
20-Apr-23,EQ,"2,354.10","2,359.00","2,332.10","2,352.00","2,345.00","2,346.05","2,342.63","2,856.15","2,180.00","32,33,882","7,57,57,82,937.90","1,42,307",RELIANCE
19-Apr-23,EQ,"2,339.05","2,357.90","2,332.20","2,340.35","2,348.80","2,352.00","2,347.73","2,856.15","2,180.00","56,64,207","13,29,80,39,126.00","1,46,728",RELIANCE
18-Apr-23,EQ,"2,377.00","2,377.00","2,326.00","2,367.45","2,340.40","2,340.35","2,341.54","2,856.15","2,180.00","48,02,172","11,24,44,58,267.80","1,59,024",RELIANCE
17-Apr-23,EQ,"2,424.95","2,424.95","2,349.05","2,355.50","2,367.35","2,367.45","2,371.58","2,856.15","2,180.00","82,74,452","19,62,34,93,252.40","1,98,022",RELIANCE
13-Apr-23,EQ,"2,353.00","2,365.80","2,342.00","2,346.65","2,356.00","2,355.50","2,354.04","2,856.15","2,180.00","57,12,541","13,44,75,64,946.75","1,73,375",RELIANCE
12-Apr-23,EQ,"2,336.35","2,367.80","2,330.05","2,336.35","2,346.70","2,346.65","2,347.57","2,856.15","2,180.00","83,89,646","19,69,52,62,387.55","1,87,546",RELIANCE
11-Apr-23,EQ,"2,334.00","2,341.00","2,324.05","2,324.85","2,334.10","2,336.35","2,333.10","2,856.15","2,180.00","48,65,301","11,35,12,55,127.75","1,51,084",RELIANCE
10-Apr-23,EQ,"2,350.00","2,350.40","2,321.55","2,341.45","2,324.05","2,324.85","2,337.29","2,856.15","2,180.00","59,81,688","13,98,09,69,369.40","1,46,678",RELIANCE
6-Apr-23,EQ,"2,318.15","2,354.00","2,318.15","2,325.85","2,340.15","2,341.45","2,341.09","2,856.15","2,180.00","85,07,771","19,91,74,29,621.50","2,01,019",RELIANCE
5-Apr-23,EQ,"2,348.00","2,348.00","2,308.55","2,331.45","2,324.10","2,325.85","2,325.64","2,856.15","2,180.00","75,05,339","17,45,47,36,439.85","2,15,635",RELIANCE
3-Apr-23,EQ,"2,345.00","2,349.00","2,315.00","2,331.05","2,331.05","2,331.45","2,327.86","2,856.15","2,180.00","47,50,238","11,05,78,79,559.90","1,92,147",RELIANCE
31-Mar-23,EQ,"2,255.00","2,343.45","2,254.70","2,234.70","2,330.95","2,331.05","2,315.77","2,856.15","2,180.00","1,30,01,005","30,10,73,14,074.90","4,46,320",RELIANCE
29-Mar-23,EQ,"2,239.00","2,244.80","2,211.10","2,248.00","2,242.20","2,234.70","2,228.64","2,856.15","2,180.00","86,78,073","19,34,02,93,216.90","2,94,929",RELIANCE
28-Mar-23,EQ,"2,245.00","2,256.50","2,237.00","2,237.55","2,247.05","2,248.00","2,246.61","2,856.15","2,180.00","58,04,018","13,03,93,73,592.90","2,00,011",RELIANCE
27-Mar-23,EQ,"2,217.50","2,254.00","2,200.20","2,203.30","2,238.80","2,237.55","2,237.36","2,856.15","2,180.00","64,86,068","14,51,16,43,743.50","2,17,981",RELIANCE
24-Mar-23,EQ,"2,245.25","2,250.00","2,198.00","2,247.80","2,204.90","2,203.30","2,221.83","2,856.15","2,180.00","57,11,497","12,68,99,75,563.60","2,31,777",RELIANCE
23-Mar-23,EQ,"2,268.00","2,269.90","2,243.05","2,276.60","2,247.60","2,247.80","2,253.68","2,856.15","2,180.00","74,99,082","16,90,05,52,054.30","1,87,678",RELIANCE
22-Mar-23,EQ,"2,285.00","2,291.45","2,270.00","2,269.70","2,274.30","2,276.60","2,281.22","2,856.15","2,180.00","50,39,622","11,49,64,91,661.40","1,95,193",RELIANCE
21-Mar-23,EQ,"2,218.95","2,274.00","2,217.00","2,201.25","2,272.00","2,269.70","2,256.48","2,856.15","2,180.00","98,76,263","22,28,55,72,145.65","3,42,611",RELIANCE
20-Mar-23,EQ,"2,215.00","2,220.00","2,180.00","2,223.10","2,211.15","2,201.25","2,194.09","2,856.15","2,180.00","90,10,595","19,77,00,27,745.25","3,69,095",RELIANCE
17-Mar-23,EQ,"2,244.75","2,251.95","2,212.70","2,225.90","2,224.40","2,223.10","2,226.05","2,856.15","2,202.20","1,56,97,554","34,94,35,97,049.60","3,02,341",RELIANCE
16-Mar-23,EQ,"2,243.00","2,254.00","2,202.20","2,237.05","2,229.50","2,225.90","2,229.58","2,856.15","2,202.20","84,74,595","18,89,47,58,462.15","3,66,871",RELIANCE
15-Mar-23,EQ,"2,284.10","2,298.30","2,227.40","2,275.95","2,237.45","2,237.05","2,263.32","2,856.15","2,227.40","1,00,27,725","22,69,59,25,219.15","3,71,953",RELIANCE
14-Mar-23,EQ,"2,280.00","2,304.95","2,269.05","2,284.50","2,279.00","2,275.95","2,285.47","2,856.15","2,269.05","73,96,699","16,90,49,04,240.65","2,66,523",RELIANCE
13-Mar-23,EQ,"2,329.00","2,344.00","2,275.00","2,322.70","2,288.00","2,284.50","2,307.72","2,856.15","2,275.00","58,94,088","13,60,19,04,297.45","2,56,526",RELIANCE
10-Mar-23,EQ,"2,341.50","2,344.00","2,315.05","2,359.25","2,326.00","2,322.70","2,324.06","2,856.15","2,180.00","61,53,681","14,30,15,40,668.50","2,57,596",RELIANCE
9-Mar-23,EQ,"2,416.00","2,416.90","2,355.10","2,417.35","2,360.00","2,359.25","2,377.08","2,856.15","2,180.00","74,92,509","17,81,03,28,720.90","2,32,305",RELIANCE
8-Mar-23,EQ,"2,408.70","2,419.00","2,385.00","2,408.70","2,416.50","2,417.35","2,407.08","2,856.15","2,180.00","72,83,694","17,53,24,25,276.00","1,82,199",RELIANCE
6-Mar-23,EQ,"2,400.00","2,424.60","2,400.00","2,385.40","2,409.70","2,408.70","2,412.27","2,856.15","2,180.00","46,94,338","11,32,40,34,037.10","1,55,650",RELIANCE
3-Mar-23,EQ,"2,349.15","2,393.45","2,341.55","2,326.05","2,382.00","2,385.40","2,366.67","2,856.15","2,180.00","67,58,115","15,99,42,00,481.70","1,97,227",RELIANCE
2-Mar-23,EQ,"2,337.00","2,351.65","2,321.60","2,343.90","2,329.40","2,326.05","2,333.58","2,856.15","2,180.00","43,07,425","10,05,17,32,048.90","1,88,182",RELIANCE
1-Mar-23,EQ,"2,344.00","2,345.50","2,323.25","2,322.55","2,345.40","2,343.90","2,336.64","2,856.15","2,180.00","53,30,852","12,45,62,84,409.25","2,30,019",RELIANCE
28-Feb-23,EQ,"2,356.10","2,367.00","2,313.65","2,367.85","2,319.95","2,322.55","2,333.98","2,856.15","2,180.00","1,01,50,245","23,69,04,36,663.80","3,13,946",RELIANCE
27-Feb-23,EQ,"2,382.00","2,389.65","2,351.70","2,383.70","2,365.05","2,367.85","2,366.20","2,856.15","2,180.00","51,68,667","12,23,00,93,429.05","1,93,653",RELIANCE
24-Feb-23,EQ,"2,372.00","2,396.15","2,368.00","2,367.50","2,387.90","2,383.70","2,381.54","2,856.15","2,180.00","43,53,814","10,36,87,96,539.40","1,57,064",RELIANCE
23-Feb-23,EQ,"2,378.00","2,394.75","2,361.35","2,378.90","2,366.50","2,367.50","2,377.10","2,856.15","2,180.00","45,46,655","10,80,78,33,963.95","1,76,202",RELIANCE
22-Feb-23,EQ,"2,425.95","2,430.00","2,375.05","2,434.10","2,377.00","2,378.90","2,395.74","2,856.15","2,180.00","50,87,729","12,18,88,88,236.70","2,04,778",RELIANCE
21-Feb-23,EQ,"2,424.00","2,446.80","2,412.35","2,414.40","2,435.20","2,434.10","2,428.09","2,856.15","2,180.00","61,43,298","14,91,64,58,652.90","1,90,616",RELIANCE
20-Feb-23,EQ,"2,445.00","2,449.75","2,410.10","2,440.20","2,414.70","2,414.40","2,429.58","2,856.15","2,180.00","40,78,245","9,90,84,16,474.30","1,69,244",RELIANCE
17-Feb-23,EQ,"2,420.00","2,447.50","2,410.60","2,430.05","2,438.00","2,440.20","2,433.17","2,856.15","2,180.00","54,50,092","13,26,09,80,980.85","1,72,321",RELIANCE
16-Feb-23,EQ,"2,449.45","2,463.80","2,425.05","2,431.95","2,427.50","2,430.05","2,445.33","2,856.15","2,180.00","79,67,558","19,48,33,14,957.80","3,20,609",RELIANCE
15-Feb-23,EQ,"2,376.00","2,437.20","2,373.00","2,378.10","2,435.05","2,431.95","2,417.55","2,856.15","2,180.00","1,54,61,902","37,37,99,21,255.85","3,38,567",RELIANCE
14-Feb-23,EQ,"2,329.95","2,381.90","2,323.65","2,323.35","2,380.00","2,378.10","2,365.58","2,856.15","2,180.00","66,09,564","15,63,54,20,227.95","2,27,277",RELIANCE
13-Feb-23,EQ,"2,340.20","2,350.00","2,313.55","2,336.65","2,324.60","2,323.35","2,323.49","2,856.15","2,180.00","47,77,674","11,10,08,81,219.90","1,51,763",RELIANCE
10-Feb-23,EQ,"2,354.90","2,354.90","2,321.30","2,356.05","2,336.50","2,336.65","2,331.77","2,856.15","2,180.00","49,79,789","11,61,17,24,209.05","1,88,258",RELIANCE
9-Feb-23,EQ,"2,353.45","2,370.85","2,334.00","2,351.95","2,353.60","2,356.05","2,354.91","2,856.15","2,180.00","60,79,228","14,31,60,05,705.25","2,64,097",RELIANCE
8-Feb-23,EQ,"2,313.00","2,359.90","2,307.00","2,305.90","2,349.65","2,351.95","2,344.97","2,856.15","2,180.00","97,65,490","22,89,98,22,662.10","2,83,018",RELIANCE
7-Feb-23,EQ,"2,312.00","2,327.40","2,293.00","2,311.45","2,304.30","2,305.90","2,312.27","2,856.15","2,180.00","69,85,001","16,15,12,25,520.20","2,81,342",RELIANCE
6-Feb-23,EQ,"2,315.00","2,321.00","2,305.80","2,329.00","2,312.90","2,311.45","2,311.92","2,856.15","2,180.00","68,47,679","15,83,13,18,495.45","2,93,805",RELIANCE
3-Feb-23,EQ,"2,349.00","2,349.00","2,293.00","2,326.95","2,330.00","2,329.00","2,318.88","2,856.15","2,180.00","1,13,98,850","26,43,25,10,094.95","4,06,488",RELIANCE
2-Feb-23,EQ,"2,318.00","2,348.00","2,311.00","2,339.90","2,325.00","2,326.95","2,324.91","2,856.15","2,180.00","63,05,317","14,65,93,21,464.40","2,75,957",RELIANCE
1-Feb-23,EQ,"2,379.95","2,379.95","2,305.00","2,353.85","2,340.00","2,339.90","2,351.35","2,856.15","2,180.00","89,29,007","20,99,52,29,704.30","3,12,582",RELIANCE
31-Jan-23,EQ,"2,382.00","2,387.65","2,341.00","2,359.75","2,356.65","2,353.85","2,354.47","2,856.15","2,180.00","1,04,72,167","24,65,63,84,337.05","3,48,674",RELIANCE
30-Jan-23,EQ,"2,331.70","2,371.90","2,301.00","2,337.35","2,363.55","2,359.75","2,340.91","2,856.15","2,180.00","1,00,47,822","23,52,10,08,144.60","3,12,077",RELIANCE
27-Jan-23,EQ,"2,384.40","2,387.35","2,311.65","2,382.55","2,339.00","2,337.35","2,337.64","2,856.15","2,180.00","1,19,20,991","27,86,69,37,052.40","4,56,285",RELIANCE
25-Jan-23,EQ,"2,412.45","2,414.70","2,380.00","2,415.95","2,384.00","2,382.55","2,392.49","2,856.15","2,180.00","57,15,684","13,67,47,34,133.05","3,34,425",RELIANCE
24-Jan-23,EQ,"2,440.00","2,443.65","2,387.35","2,430.30","2,413.00","2,415.95","2,414.29","2,856.15","2,180.00","76,09,558","18,37,16,44,661.35","2,32,964",RELIANCE
23-Jan-23,EQ,"2,449.00","2,466.20","2,425.00","2,442.65","2,428.00","2,430.30","2,440.34","2,856.15","2,180.00","50,55,324","12,33,67,10,126.65","2,18,454",RELIANCE
20-Jan-23,EQ,"2,475.00","2,475.00","2,437.25","2,472.05","2,443.00","2,442.65","2,452.37","2,856.15","2,180.00","68,90,325","16,89,76,29,055.85","2,29,958",RELIANCE
19-Jan-23,EQ,"2,472.90","2,481.15","2,456.65","2,474.70","2,469.00","2,472.05","2,472.43","2,856.15","2,180.00","55,10,333","13,62,38,98,939.80","1,53,940",RELIANCE
18-Jan-23,EQ,"2,473.50","2,491.10","2,460.35","2,478.80","2,474.70","2,474.70","2,476.84","2,856.15","2,180.00","62,06,382","15,37,22,36,749.05","1,85,546",RELIANCE
17-Jan-23,EQ,"2,458.00","2,483.00","2,450.60","2,444.10","2,478.40","2,478.80","2,466.88","2,856.15","2,180.00","49,61,585","12,23,96,50,262.85","2,05,841",RELIANCE
16-Jan-23,EQ,"2,472.70","2,479.65","2,427.00","2,467.60","2,444.50","2,444.10","2,445.10","2,856.15","2,180.00","62,87,407","15,37,33,25,638.55","1,74,901",RELIANCE
13-Jan-23,EQ,"2,458.40","2,472.90","2,434.60","2,471.60","2,467.90","2,467.60","2,454.77","2,856.15","2,180.00","95,15,473","23,35,82,92,572.35","3,28,122",RELIANCE
12-Jan-23,EQ,"2,524.85","2,532.50","2,465.00","2,526.15","2,475.00","2,471.60","2,487.49","2,856.15","2,180.00","81,63,366","20,30,62,72,476.25","3,40,401",RELIANCE
11-Jan-23,EQ,"2,552.50","2,558.00","2,521.10","2,558.40","2,525.00","2,526.15","2,533.89","2,856.15","2,180.00","53,11,657","13,45,91,64,952.45","2,08,828",RELIANCE
10-Jan-23,EQ,"2,606.00","2,606.00","2,546.00","2,596.80","2,561.95","2,558.40","2,568.83","2,856.15","2,180.00","37,13,755","9,53,99,91,868.55","2,34,537",RELIANCE
9-Jan-23,EQ,"2,545.30","2,602.00","2,543.35","2,536.90","2,594.00","2,596.80","2,582.50","2,856.15","2,180.00","49,48,549","12,77,96,28,419.65","2,54,220",RELIANCE
6-Jan-23,EQ,"2,526.65","2,547.95","2,518.30","2,514.05","2,537.00","2,536.90","2,534.90","2,856.15","2,180.00","29,30,338","7,42,81,25,091.15","1,57,118",RELIANCE
5-Jan-23,EQ,"2,523.50","2,536.40","2,504.00","2,518.55","2,521.80","2,514.05","2,516.50","2,856.15","2,180.00","62,93,519","15,83,76,39,744.30","1,97,434",RELIANCE
4-Jan-23,EQ,"2,557.00","2,561.05","2,514.00","2,557.05","2,516.65","2,518.55","2,529.71","2,856.15","2,180.00","42,75,746","10,81,63,99,502.15","1,82,754",RELIANCE
3-Jan-23,EQ,"2,565.05","2,573.00","2,547.80","2,575.90","2,555.80","2,557.05","2,558.48","2,856.15","2,180.00","35,34,596","9,04,31,99,290.70","1,35,268",RELIANCE
2-Jan-23,EQ,"2,550.00","2,579.00","2,548.20","2,547.20","2,577.90","2,575.90","2,564.68","2,856.15","2,180.00","24,53,414","6,29,22,10,762.05","97,175",RELIANCE
30-Dec-22,EQ,"2,545.10","2,577.00","2,541.10","2,543.30","2,547.00","2,547.20","2,559.73","2,856.15","2,180.00","33,64,092","8,61,11,63,857.75","1,47,642",RELIANCE
29-Dec-22,EQ,"2,527.00","2,548.90","2,525.50","2,544.45","2,544.95","2,543.30","2,536.86","2,856.15","2,180.00","31,98,493","8,11,41,44,680.25","1,24,496",RELIANCE
28-Dec-22,EQ,"2,538.00","2,549.80","2,521.50","2,544.70","2,542.00","2,544.45","2,537.68","2,856.15","2,180.00","34,42,509","8,73,59,79,365.75","1,58,888",RELIANCE
27-Dec-22,EQ,"2,530.00","2,548.80","2,515.25","2,524.05","2,542.70","2,544.70","2,534.62","2,856.15","2,180.00","26,59,749","6,74,14,52,650.05","1,38,609",RELIANCE
26-Dec-22,EQ,"2,514.75","2,542.00","2,492.40","2,502.20","2,525.00","2,524.05","2,523.81","2,856.15","2,180.00","27,64,496","6,97,70,59,265.30","1,17,927",RELIANCE
23-Dec-22,EQ,"2,563.30","2,590.50","2,492.25","2,577.80","2,508.50","2,502.20","2,540.02","2,856.15","2,180.00","47,33,657","12,02,35,88,105.45","2,31,798",RELIANCE
22-Dec-22,EQ,"2,598.00","2,604.65","2,566.75","2,584.50","2,577.00","2,577.80","2,582.55","2,856.15","2,180.00","34,38,692","8,88,05,81,065.90","1,49,770",RELIANCE
21-Dec-22,EQ,"2,621.00","2,633.00","2,576.10","2,621.80","2,583.20","2,584.50","2,601.19","2,856.15","2,180.00","39,35,463","10,23,68,89,380.75","1,42,775",RELIANCE
20-Dec-22,EQ,"2,583.90","2,626.00","2,566.00","2,599.30","2,619.95","2,621.80","2,594.80","2,856.15","2,180.00","34,46,291","8,94,24,20,886.85","1,65,894",RELIANCE
19-Dec-22,EQ,"2,581.00","2,604.00","2,566.70","2,565.60","2,603.00","2,599.30","2,582.95","2,856.15","2,180.00","35,67,363","9,21,43,19,519.75","1,74,281",RELIANCE
16-Dec-22,EQ,"2,571.00","2,618.80","2,558.15","2,578.35","2,567.90","2,565.60","2,583.46","2,856.15","2,180.00","73,08,934","18,88,23,67,676.10","2,16,883",RELIANCE
15-Dec-22,EQ,"2,602.50","2,615.00","2,571.00","2,615.50","2,580.00","2,578.35","2,590.74","2,856.15","2,180.00","40,09,765","10,38,82,61,664.65","1,75,220",RELIANCE
14-Dec-22,EQ,"2,637.65","2,638.95","2,611.00","2,625.00","2,613.50","2,615.50","2,620.85","2,856.15","2,180.00","33,54,618","8,79,19,39,261.60","1,49,123",RELIANCE
13-Dec-22,EQ,"2,613.10","2,633.00","2,606.70","2,613.10","2,622.00","2,625.00","2,622.04","2,856.15","2,180.00","38,45,839","10,08,39,40,253.45","1,36,575",RELIANCE
12-Dec-22,EQ,"2,585.50","2,623.00","2,585.00","2,609.10","2,617.00","2,613.10","2,607.23","2,856.15","2,180.00","43,74,946","11,40,65,08,900.60","1,51,760",RELIANCE
9-Dec-22,EQ,"2,646.00","2,660.00","2,601.85","2,649.25","2,609.50","2,609.10","2,627.54","2,856.15","2,180.00","58,40,633","15,34,64,88,528.00","1,72,574",RELIANCE
8-Dec-22,EQ,"2,660.00","2,665.00","2,640.10","2,650.50","2,649.00","2,649.25","2,651.78","2,856.15","2,180.00","35,79,858","9,49,29,88,488.55","1,44,130",RELIANCE
7-Dec-22,EQ,"2,685.00","2,695.00","2,642.15","2,690.20","2,647.00","2,650.50","2,665.31","2,856.15","2,180.00","39,05,263","10,40,87,39,251.40","1,58,784",RELIANCE
6-Dec-22,EQ,"2,665.10","2,697.00","2,661.00","2,682.45","2,689.45","2,690.20","2,685.66","2,856.15","2,180.00","39,66,243","10,65,19,99,752.80","1,56,158",RELIANCE
5-Dec-22,EQ,"2,712.00","2,716.75","2,678.00","2,722.15","2,682.00","2,682.45","2,694.53","2,856.15","2,180.00","68,43,367","18,43,96,68,158.05","2,27,194",RELIANCE
2-Dec-22,EQ,"2,730.00","2,748.00","2,700.60","2,723.30","2,727.00","2,722.15","2,725.02","2,856.15","2,180.00","53,48,595","14,57,50,17,227.75","2,04,222",RELIANCE
1-Dec-22,EQ,"2,741.80","2,755.00","2,716.00","2,731.35","2,725.25","2,723.30","2,738.93","2,856.15","2,180.00","43,77,696","11,99,02,09,635.60","1,77,158",RELIANCE
30-Nov-22,EQ,"2,712.50","2,745.45","2,698.20","2,712.20","2,733.05","2,731.35","2,727.09","2,856.15","2,180.00","1,20,75,137","32,92,99,88,867.00","2,76,976",RELIANCE
29-Nov-22,EQ,"2,703.95","2,731.65","2,694.00","2,707.55","2,708.35","2,712.20","2,713.16","2,856.15","2,180.00","51,03,687","13,84,71,36,356.65","2,17,704",RELIANCE
28-Nov-22,EQ,"2,608.90","2,721.05","2,502.00","2,617.60","2,706.00","2,707.55","2,686.06","2,856.15","2,180.00","1,45,49,929","39,08,19,53,191.85","3,22,273",RELIANCE
25-Nov-22,EQ,"2,589.00","2,624.90","2,582.10","2,579.10","2,612.75","2,617.60","2,605.35","2,856.15","2,180.00","33,91,988","8,83,73,31,953.30","1,28,621",RELIANCE
24-Nov-22,EQ,"2,566.00","2,594.00","2,548.20","2,557.05","2,588.00","2,579.10","2,564.10","2,856.15","2,180.00","43,33,225","11,11,08,42,573.85","1,54,377",RELIANCE
23-Nov-22,EQ,"2,575.00","2,577.90","2,552.25","2,565.05","2,557.50","2,557.05","2,561.22","2,856.15","2,180.00","29,59,787","7,58,06,60,698.90","1,21,346",RELIANCE
